outer_centerline_mm,L_uH,R_ac_ohm,Q_bare,M_at_42mm_nH,k_at_42mm,k_gain_vs_RevA_db,H_at_42mm_A_per_m_per_A
35,1.3942078546118686,1.2382084502970123,95.93416932168323,8.201644069163983,0.02327793501978431,-1.1507098095218633,7.053468989110194
40,1.6735902783953596,1.4263860263299926,99.96584163007317,10.258815474225589,0.026575408075280714,0.0,8.641677032912416
45,1.9614287889063984,1.6145636023629732,103.50395511208568,12.313382185538101,0.02946445298616989,0.8963688147351065,10.162486017699969
50,2.256731124818906,1.8027411783959537,106.6561732832908,14.30173704852581,0.03190481094377873,1.5875246699223413,11.57421749113544
55,2.5587139732614785,1.9909187544289346,109.49839692128569,16.173287286525504,0.03388400417611113,2.110295691896666,12.85011330222897
60,2.86674313146945,2.1790963304619146,112.08613894070236,17.89121412008402,0.03541218456254372,2.4934555405146424,13.976060057940291
